Date,Open,High,Low,Close,Adj Close
2015-04-30,1.0,1.0,1.0,1.0,1.0
2015-05-01,1.0,1.0,1.0,1.0,1.0
2015-05-02,1.0,1.0,1.0,1.0,1.0
2015-05-03,1.0,1.0,1.0,1.0,1.0
2015-05-04,1.0,1.0,1.0,1.0,1.0
2015-05-05,1.0,1.0,1.0,1.0,1.0
2015-05-06,1.0,1.0,1.0,1.0,1.0
2015-05-07,1.0,1.0,1.0,1.0,1.0
2015-05-08,1.0,1.0,1.0,1.0,1.0
2015-05-09,1.0,1.0,1.0,1.0,1.0
2015-05-10,1.0,1.0,1.0,1.0,1.0
2015-05-11,1.0,1.0,1.0,1.0,1.0
2015-05-12,1.0,1.0,1.0,1.0,1.0
2015-05-13,1.0,1.0,1.0,1.0,1.0
2015-05-14,1.0,1.0,1.0,1.0,1.0
2015-05-15,1.0,1.0,1.0,1.0,1.0
2015-05-16,1.0,1.0,1.0,1.0,1.0
2015-05-17,1.0,1.0,1.0,1.0,1.0
2015-05-18,1.0,1.0,1.0,1.0,1.0
2015-05-19,1.0,1.0,1.0,1.0,1.0
2015-05-20,1.0,1.0,1.0,1.0,1.0
2015-05-21,1.0,1.0,1.0,1.0,1.0
2015-05-22,1.0,1.0,1.0,1.0,1.0
2015-05-23,1.0,1.0,1.0,1.0,1.0
2015-05-24,1.0,1.0,1.0,1.0,1.0
2015-05-25,1.0,1.0,1.0,1.0,1.0
2015-05-26,1.0,1.0,1.0,1.0,1.0
2015-05-27,1.0,1.0,1.0,1.0,1.0
2015-05-28,1.0,1.0,1.0,1.0,1.0
2015-05-29,1.0,1.0,1.0,1.0,1.0
2015-05-30,1.0,1.0,1.0,1.0,1.0
2015-05-31,1.0,1.0,1.0,1.0,1.0
2015-06-01,1.0,1.0,1.0,1.0,1.0
2015-06-02,1.0,1.0,1.0,1.0,1.0
2015-06-03,1.0,1.0,1.0,1.0,1.0
2015-06-04,1.0,1.0,1.0,1.0,1.0
2015-06-05,1.0,1.0,1.0,1.0,1.0
2015-06-06,1.0,1.0,1.0,1.0,1.0
2015-06-07,1.0,1.0,1.0,1.0,1.0
2015-06-08,1.0,1.0,1.0,1.0,1.0
2015-06-09,1.0,1.0,1.0,1.0,1.0
2015-06-10,1.0,1.0,1.0,1.0,1.0
2015-06-11,1.0,1.0,1.0,1.0,1.0
2015-06-12,1.0,1.0,1.0,1.0,1.0
2015-06-13,1.0,1.0,1.0,1.0,1.0
2015-06-14,1.0,1.0,1.0,1.0,1.0
2015-06-15,1.0,1.0,1.0,1.0,1.0
2015-06-16,1.0,1.0,1.0,1.0,1.0
2015-06-17,1.0,1.0,1.0,1.0,1.0
2015-06-18,1.0,1.0,1.0,1.0,1.0
2015-06-19,1.0,1.0,1.0,1.0,1.0
2015-06-20,1.0,1.0,1.0,1.0,1.0
2015-06-21,1.0,1.0,1.0,1.0,1.0
2015-06-22,1.0,1.0,1.0,1.0,1.0
2015-06-23,1.0,1.0,1.0,1.0,1.0
2015-06-24,1.0,1.0,1.0,1.0,1.0
2015-06-25,1.0,1.0,1.0,1.0,1.0
2015-06-26,1.0,1.0,1.0,1.0,1.0
2015-06-27,1.0,1.0,1.0,1.0,1.0
2015-06-28,1.0,1.0,1.0,1.0,1.0
2015-06-29,1.0,1.0,1.0,1.0,1.0
2015-06-30,1.0,1.0,1.0,1.0,1.0
2015-07-01,1.0,1.0,1.0,1.0,1.0
2015-07-02,1.0,1.0,1.0,1.0,1.0
2015-07-03,1.0,1.0,1.0,1.0,1.0
2015-07-04,1.0,1.0,1.0,1.0,1.0
2015-07-05,1.0,1.0,1.0,1.0,1.0
2015-07-06,1.0,1.0,1.0,1.0,1.0
2015-07-07,1.0,1.0,1.0,1.0,1.0
2015-07-08,1.0,1.0,1.0,1.0,1.0
2015-07-09,1.0,1.0,1.0,1.0,1.0
2015-07-10,1.0,1.0,1.0,1.0,1.0
2015-07-11,1.0,1.0,1.0,1.0,1.0
2015-07-12,1.0,1.0,1.0,1.0,1.0
2015-07-13,1.0,1.0,1.0,1.0,1.0
2015-07-14,1.0,1.0,1.0,1.0,1.0
2015-07-15,1.0,1.0,1.0,1.0,1.0
2015-07-16,1.0,1.0,1.0,1.0,1.0
2015-07-17,1.0,1.0,1.0,1.0,1.0
2015-07-18,1.0,1.0,1.0,1.0,1.0
2015-07-19,1.0,1.0,1.0,1.0,1.0
2015-07-20,1.0,1.0,1.0,1.0,1.0
2015-07-21,1.0,1.0,1.0,1.0,1.0
2015-07-22,1.0,1.0,1.0,1.0,1.0
2015-07-23,1.0,1.0,1.0,1.0,1.0
2015-07-24,1.0,1.0,1.0,1.0,1.0
2015-07-25,1.0,1.0,1.0,1.0,1.0
2015-07-26,1.0,1.0,1.0,1.0,1.0
2015-07-27,1.0,1.0,1.0,1.0,1.0
2015-07-28,1.0,1.0,1.0,1.0,1.0
2015-07-29,1.0,1.0,1.0,1.0,1.0
2015-07-30,1.0,1.0,1.0,1.0,1.0
2015-07-31,1.0,1.0,1.0,1.0,1.0
2015-08-01,1.0,1.0,1.0,1.0,1.0
2015-08-02,1.0,1.0,1.0,1.0,1.0
2015-08-03,1.0,1.0,1.0,1.0,1.0
2015-08-04,1.0,1.0,1.0,1.0,1.0
2015-08-05,1.0,1.0,1.0,1.0,1.0
2015-08-06,1.0,1.0,1.0,1.0,1.0
2015-08-07,1.0,1.0,1.0,1.0,1.0
2015-08-08,1.0,1.0,1.0,1.0,1.0
2015-08-09,1.0,1.0,1.0,1.0,1.0
2015-08-10,1.0,1.0,1.0,1.0,1.0
2015-08-11,1.0,1.0,1.0,1.0,1.0
2015-08-12,1.0,1.0,1.0,1.0,1.0
2015-08-13,1.0,1.0,1.0,1.0,1.0
2015-08-14,1.0,1.0,1.0,1.0,1.0
2015-08-15,1.0,1.0,1.0,1.0,1.0
2015-08-16,1.0,1.0,1.0,1.0,1.0
2015-08-17,1.0,1.0,1.0,1.0,1.0
2015-08-18,1.0,1.0,1.0,1.0,1.0
2015-08-19,1.0,1.0,1.0,1.0,1.0
2015-08-20,1.0,1.0,1.0,1.0,1.0
2015-08-21,1.0,1.0,1.0,1.0,1.0
2015-08-22,1.0,1.0,1.0,1.0,1.0
2015-08-23,1.0,1.0,1.0,1.0,1.0
2015-08-24,1.0,1.0,1.0,1.0,1.0
2015-08-25,1.0,1.0,1.0,1.0,1.0
2015-08-26,1.0,1.0,1.0,1.0,1.0
2015-08-27,1.0,1.0,1.0,1.0,1.0
2015-08-28,1.0,1.0,1.0,1.0,1.0
2015-08-29,1.0,1.0,1.0,1.0,1.0
2015-08-30,1.0,1.0,1.0,1.0,1.0
2015-08-31,1.0,1.0,1.0,1.0,1.0
2015-09-01,1.0,1.0,1.0,1.0,1.0
2015-09-02,1.0,1.0,1.0,1.0,1.0
2015-09-03,1.0,1.0,1.0,1.0,1.0
2015-09-04,1.0,1.0,1.0,1.0,1.0
2015-09-05,1.0,1.0,1.0,1.0,1.0
2015-09-06,1.0,1.0,1.0,1.0,1.0
2015-09-07,1.0,1.0,1.0,1.0,1.0
2015-09-08,1.0,1.0,1.0,1.0,1.0
2015-09-09,1.0,1.0,1.0,1.0,1.0
2015-09-10,1.0,1.0,1.0,1.0,1.0
2015-09-11,1.0,1.0,1.0,1.0,1.0
2015-09-12,1.0,1.0,1.0,1.0,1.0
2015-09-13,1.0,1.0,1.0,1.0,1.0
2015-09-14,1.0,1.0,1.0,1.0,1.0
2015-09-15,1.0,1.0,1.0,1.0,1.0
2015-09-16,1.0,1.0,1.0,1.0,1.0
2015-09-17,1.0,1.0,1.0,1.0,1.0
2015-09-18,1.0,1.0,1.0,1.0,1.0
2015-09-19,1.0,1.0,1.0,1.0,1.0
2015-09-20,1.0,1.0,1.0,1.0,1.0
2015-09-21,1.0,1.0,1.0,1.0,1.0
2015-09-22,1.0,1.0,1.0,1.0,1.0
2015-09-23,1.0,1.0,1.0,1.0,1.0
2015-09-24,1.0,1.0,1.0,1.0,1.0
2015-09-25,1.0,1.0,1.0,1.0,1.0
2015-09-26,1.0,1.0,1.0,1.0,1.0
2015-09-27,1.0,1.0,1.0,1.0,1.0
2015-09-28,1.0,1.0,1.0,1.0,1.0
2015-09-29,1.0,1.0,1.0,1.0,1.0
2015-09-30,1.0,1.0,1.0,1.0,1.0
2015-10-01,1.0,1.0,1.0,1.0,1.0
2015-10-02,1.0,1.0,1.0,1.0,1.0
2015-10-03,1.0,1.0,1.0,1.0,1.0
2015-10-04,1.0,1.0,1.0,1.0,1.0
2015-10-05,1.0,1.0,1.0,1.0,1.0
2015-10-06,1.0,1.0,1.0,1.0,1.0
2015-10-07,1.0,1.0,1.0,1.0,1.0
2015-10-08,1.0,1.0,1.0,1.0,1.0
2015-10-09,1.0,1.0,1.0,1.0,1.0
2015-10-10,1.0,1.0,1.0,1.0,1.0
2015-10-11,1.0,1.0,1.0,1.0,1.0
2015-10-12,1.0,1.0,1.0,1.0,1.0
2015-10-13,1.0,1.0,1.0,1.0,1.0
2015-10-14,1.0,1.0,1.0,1.0,1.0
2015-10-15,1.0,1.0,1.0,1.0,1.0
2015-10-16,1.0,1.0,1.0,1.0,1.0
2015-10-17,1.0,1.0,1.0,1.0,1.0
2015-10-18,1.0,1.0,1.0,1.0,1.0
2015-10-19,1.0,1.0,1.0,1.0,1.0
2015-10-20,1.0,1.0,1.0,1.0,1.0
2015-10-21,1.0,1.0,1.0,1.0,1.0
2015-10-22,1.0,1.0,1.0,1.0,1.0
2015-10-23,1.0,1.0,1.0,1.0,1.0
2015-10-24,1.0,1.0,1.0,1.0,1.0
2015-10-25,1.0,1.0,1.0,1.0,1.0
2015-10-26,1.0,1.0,1.0,1.0,1.0
2015-10-27,1.0,1.0,1.0,1.0,1.0
2015-10-28,1.0,1.0,1.0,1.0,1.0
2015-10-29,1.0,1.0,1.0,1.0,1.0
2015-10-30,1.0,1.0,1.0,1.0,1.0
2015-10-31,1.0,1.0,1.0,1.0,1.0
2015-11-01,1.0,1.0,1.0,1.0,1.0
2015-11-02,1.0,1.0,1.0,1.0,1.0
2015-11-03,1.0,1.0,1.0,1.0,1.0
2015-11-04,1.0,1.0,1.0,1.0,1.0
2015-11-05,1.0,1.0,1.0,1.0,1.0
2015-11-06,1.0,1.0,1.0,1.0,1.0
2015-11-07,1.0,1.0,1.0,1.0,1.0
2015-11-08,1.0,1.0,1.0,1.0,1.0
2015-11-09,1.0,1.0,1.0,1.0,1.0
2015-11-10,1.0,1.0,1.0,1.0,1.0
2015-11-11,1.0,1.0,1.0,1.0,1.0
2015-11-12,1.0,1.0,1.0,1.0,1.0
2015-11-13,1.0,1.0,1.0,1.0,1.0
2015-11-14,1.0,1.0,1.0,1.0,1.0
2015-11-15,1.0,1.0,1.0,1.0,1.0
2015-11-16,1.0,1.0,1.0,1.0,1.0
2015-11-17,1.0,1.0,1.0,1.0,1.0
2015-11-18,1.0,1.0,1.0,1.0,1.0
2015-11-19,1.0,1.0,1.0,1.0,1.0
2015-11-20,1.0,1.0,1.0,1.0,1.0
2015-11-21,1.0,1.0,1.0,1.0,1.0
2015-11-22,1.0,1.0,1.0,1.0,1.0
2015-11-23,1.0,1.0,1.0,1.0,1.0
2015-11-24,1.0,1.0,1.0,1.0,1.0
2015-11-25,1.0,1.0,1.0,1.0,1.0
2015-11-26,1.0,1.0,1.0,1.0,1.0
2015-11-27,1.0,1.0,1.0,1.0,1.0
2015-11-28,1.0,1.0,1.0,1.0,1.0
2015-11-29,1.0,1.0,1.0,1.0,1.0
2015-11-30,1.0,1.0,1.0,1.0,1.0
2015-12-01,1.0,1.0,0.999993,0.999993,0.999993
2015-12-02,0.999994,1.0,0.999988,1.0,1.0
2015-12-03,1.0,1.0,1.0,1.0,1.0
2015-12-04,1.0,1.0,1.0,1.0,1.0
2015-12-05,1.0,1.0,1.0,1.0,1.0
2015-12-06,1.0,1.0,1.0,1.0,1.0
2015-12-07,1.0,1.0,1.0,1.0,1.0
2015-12-08,1.0,1.00016,1.0,1.00016,1.00016
2015-12-09,1.00017,1.00039,1.0,1.00008,1.00008
2015-12-10,1.00007,1.00007,1.0,1.0,1.0
2015-12-11,1.0,1.0,1.0,1.0,1.0
2015-12-12,1.0,1.0,1.0,1.0,1.0
2015-12-13,1.0,1.0,1.0,1.0,1.0
2015-12-14,1.0,1.0,1.0,1.0,1.0
2015-12-15,1.0,1.0,1.0,1.0,1.0
2015-12-16,1.0,1.0,1.0,1.0,1.0
2015-12-17,1.0,1.0,1.0,1.0,1.0
2015-12-18,1.0,1.0,1.0,1.0,1.0
2015-12-19,1.0,1.0,1.0,1.0,1.0
2015-12-20,1.0,1.0,1.0,1.0,1.0
2015-12-21,1.0,1.00017,0.999848,0.999864,0.999864
2015-12-22,0.999864,0.999892,0.999454,0.999801,0.999801
2015-12-23,0.999805,1.0,0.999805,1.0,1.0
2015-12-24,1.0,1.0,1.0,1.0,1.0
2015-12-25,1.0,1.0,1.0,1.0,1.0
2015-12-26,1.0,1.0,1.0,1.0,1.0
2015-12-27,1.0,1.0,1.0,1.0,1.0
2015-12-28,1.0,1.0,1.0,1.0,1.0
2015-12-29,1.0,1.0,1.0,1.0,1.0
2015-12-30,1.0,1.0,1.0,1.0,1.0
2015-12-31,1.0,1.0,1.0,1.0,1.0
2016-01-01,1.0,1.0,1.0,1.0,1.0
2016-01-02,1.0,1.0,1.0,1.0,1.0
2016-01-03,1.0,1.0,1.0,1.0,1.0
2016-01-04,1.0,1.0,1.0,1.0,1.0
2016-01-05,1.0,1.00025,1.0,1.00025,1.00025
2016-01-06,1.00025,1.00031,1.0,1.0,1.0
2016-01-07,1.0,1.0,1.0,1.0,1.0
2016-01-08,1.0,1.0,1.0,1.0,1.0
2016-01-09,1.0,1.0,1.0,1.0,1.0
2016-01-10,1.0,1.0,1.0,1.0,1.0
2016-01-11,1.0,1.0,1.0,1.0,1.0
2016-01-12,1.0,1.0,1.0,1.0,1.0
2016-01-13,1.0,1.00045,1.0,1.00045,1.00045
2016-01-14,1.00046,1.00255,1.0,1.0,1.0
2016-01-15,1.0,1.0,1.0,1.0,1.0
2016-01-16,1.0,1.00044,0.999692,1.00041,1.00041
2016-01-17,1.00039,1.00045,1.0,1.0,1.0
2016-01-18,1.0,1.0,1.0,1.0,1.0
2016-01-19,1.0,1.0,1.0,1.0,1.0
2016-01-20,1.0,1.0,1.0,1.0,1.0
2016-01-21,1.0,1.0,1.0,1.0,1.0
2016-01-22,1.0,1.00007,1.0,1.00007,1.00007
2016-01-23,1.00007,1.00036,1.00007,1.00015,1.00015
2016-01-24,1.00012,1.00012,1.00001,1.00001,1.00001
2016-01-25,1.00001,1.00001,1.00001,1.00001,1.00001
2016-01-26,1.00001,1.00001,1.0,1.0,1.0
2016-01-27,1.0,1.0,1.0,1.0,1.0
2016-01-28,1.0,1.0,0.999926,0.999999,0.999999
2016-01-29,0.999999,1.0,0.999976,0.999978,0.999978
2016-01-30,0.999978,1.0,0.999968,1.0,1.0
2016-01-31,1.0,1.0,0.999999,0.999999,0.999999
2016-02-01,0.999999,1.0,0.999701,0.999969,0.999969
2016-02-02,0.999969,1.0,0.999969,1.0,1.0
2016-02-03,1.0,1.0,1.0,1.0,1.0
2016-02-04,1.0,1.0,1.0,1.0,1.0
2016-02-05,1.0,1.0,1.0,1.0,1.0
2016-02-06,1.0,1.0,1.0,1.0,1.0
2016-02-07,1.0,1.0,1.0,1.0,1.0
2016-02-08,1.0,1.0,1.0,1.0,1.0
2016-02-09,1.0,1.0,1.0,1.0,1.0
2016-02-10,1.0,1.0,1.0,1.0,1.0
2016-02-11,1.0,1.0,1.0,1.0,1.0
2016-02-12,1.0,1.0,1.0,1.0,1.0
2016-02-13,1.0,1.0,1.0,1.0,1.0
2016-02-14,1.0,1.00105,0.999664,1.00089,1.00089
2016-02-15,1.00087,1.00107,1.00001,1.00001,1.00001
2016-02-16,1.00001,1.00001,1.00001,1.00001,1.00001
2016-02-17,1.00001,1.00001,1.0,1.0,1.0
2016-02-18,1.0,1.0,1.0,1.0,1.0
2016-02-19,1.0,1.0,1.0,1.0,1.0
2016-02-20,1.0,1.0,1.0,1.0,1.0
2016-02-21,1.0,1.0,1.0,1.0,1.0
2016-02-22,1.0,1.0,1.0,1.0,1.0
2016-02-23,1.0,1.0,1.0,1.0,1.0
2016-02-24,1.0,1.0,0.999844,0.999844,0.999844
2016-02-25,0.999844,1.0,0.999749,1.0,1.0
2016-02-26,1.0,1.0,1.0,1.0,1.0
2016-02-27,1.0,1.0,1.0,1.0,1.0
2016-02-28,1.0,1.0,1.0,1.0,1.0
2016-02-29,1.0,1.00002,1.0,1.00002,1.00002
2016-03-01,1.00002,1.00032,0.999981,0.999991,0.999991
2016-03-02,0.999991,0.999994,0.999962,0.999962,0.999962
2016-03-03,0.999961,0.999999,0.999953,0.999999,0.999999
2016-03-04,0.999999,1.0,0.999999,1.0,1.0
2016-03-05,1.0,1.0,1.0,1.0,1.0
2016-03-06,1.0,1.0,0.999996,0.999998,0.999998
2016-03-07,0.999998,0.999998,0.999998,0.999998,0.999998
2016-03-08,0.999998,1.0,0.999998,1.0,1.0
2016-03-09,1.0,1.0,0.999895,0.999895,0.999895
2016-03-10,0.999895,0.999994,0.999895,0.999994,0.999994
2016-03-11,0.999994,0.999995,0.999994,0.999995,0.999995
2016-03-12,0.999995,0.999995,0.999822,0.999895,0.999895
2016-03-13,0.999896,0.999987,0.999896,0.999918,0.999918
2016-03-14,0.999917,0.999994,0.999914,0.999994,0.999994
2016-03-15,0.999994,1.0,0.999994,1.0,1.0
2016-03-16,1.0,1.0,1.0,1.0,1.0
2016-03-17,1.0,1.0,0.999934,0.999983,0.999983
2016-03-18,0.999983,0.999998,0.999982,0.999998,0.999998
2016-03-19,0.999998,0.999998,0.999998,0.999998,0.999998
2016-03-20,0.999998,0.999998,0.999998,0.999998,0.999998
2016-03-21,0.999998,0.999999,0.999998,0.999999,0.999999
2016-03-22,0.999999,0.999999,0.999999,0.999999,0.999999
2016-03-23,0.999999,0.999999,0.999999,0.999999,0.999999
2016-03-24,0.999999,0.999999,0.999972,0.999972,0.999972
2016-03-25,0.999973,1.0,0.999973,1.0,1.0
2016-03-26,1.0,1.0,1.0,1.0,1.0
2016-03-27,1.0,1.0,1.0,1.0,1.0
2016-03-28,1.0,1.0,1.0,1.0,1.0
2016-03-29,1.0,1.0,1.0,1.0,1.0
2016-03-30,1.0,1.0,1.0,1.0,1.0
2016-03-31,1.0,1.0,1.0,1.0,1.0
2016-04-01,1.0,1.0,1.0,1.0,1.0
2016-04-02,1.0,1.0,1.0,1.0,1.0
2016-04-03,1.0,1.0,1.0,1.0,1.0
2016-04-04,1.0,1.0,1.0,1.0,1.0
2016-04-05,1.0,1.0,1.0,1.0,1.0
2016-04-06,1.0,1.00002,1.0,1.00002,1.00002
2016-04-07,1.00002,1.00003,1.00002,1.00002,1.00002
2016-04-08,1.00002,1.00002,1.0,1.0,1.0
2016-04-09,1.0,1.0,1.0,1.0,1.0
2016-04-10,1.0,1.0,1.0,1.0,1.0
2016-04-11,1.0,1.00081,0.999793,0.999861,0.999861
2016-04-12,0.999846,1.00006,0.999516,1.0,1.0
2016-04-13,1.0,1.0,1.0,1.0,1.0
2016-04-14,1.0,1.0,1.0,1.0,1.0
2016-04-15,1.0,1.0,1.0,1.0,1.0
2016-04-16,1.0,1.0,1.0,1.0,1.0
2016-04-17,1.0,1.0,1.0,1.0,1.0
2016-04-18,1.0,1.0,1.0,1.0,1.0
2016-04-19,1.0,1.0,1.0,1.0,1.0
2016-04-20,1.0,1.0,1.0,1.0,1.0
2016-04-21,1.0,1.0,1.0,1.0,1.0
2016-04-22,1.0,1.0,1.0,1.0,1.0
2016-04-23,1.0,1.0,1.0,1.0,1.0
2016-04-24,1.0,1.0,1.0,1.0,1.0
2016-04-25,1.0,1.0,1.0,1.0,1.0
2016-04-26,1.0,1.0,1.0,1.0,1.0
2016-04-27,1.0,1.0,1.0,1.0,1.0
2016-04-28,1.0,1.0,1.0,1.0,1.0
2016-04-29,1.0,1.0,1.0,1.0,1.0
2016-04-30,1.0,1.0,1.0,1.0,1.0
2016-05-01,1.0,1.0,1.0,1.0,1.0
2016-05-02,1.0,1.0,1.0,1.0,1.0
2016-05-03,1.0,1.0,1.0,1.0,1.0
2016-05-04,1.0,1.0,1.0,1.0,1.0
2016-05-05,1.0,1.0,1.0,1.0,1.0
2016-05-06,1.0,1.0,1.0,1.0,1.0
2016-05-07,1.0,1.0,1.0,1.0,1.0
2016-05-08,1.0,1.0,1.0,1.0,1.0
2016-05-09,1.0,1.0,1.0,1.0,1.0
2016-05-10,1.0,1.0,1.0,1.0,1.0
2016-05-11,1.0,1.0,1.0,1.0,1.0
2016-05-12,1.0,1.0,1.0,1.0,1.0
2016-05-13,1.0,1.00326,1.0,1.00326,1.00326
2016-05-14,1.00331,1.0065,1.00309,1.00358,1.00358
2016-05-15,1.00352,1.00352,1.0,1.0,1.0
2016-05-16,1.0,1.0,1.0,1.0,1.0
2016-05-17,1.0,1.0,1.0,1.0,1.0
2016-05-18,1.0,1.0,1.0,1.0,1.0
2016-05-19,1.0,1.0,1.0,1.0,1.0
2016-05-20,1.0,1.0,1.0,1.0,1.0
2016-05-21,1.0,1.0,1.0,1.0,1.0
2016-05-22,1.0,1.0,1.0,1.0,1.0
2016-05-23,1.0,1.0,1.0,1.0,1.0
2016-05-24,1.0,1.00002,1.0,1.00002,1.00002
2016-05-25,1.00002,1.00002,1.0,1.0,1.0
2016-05-26,1.0,1.0,0.999999,1.0,1.0
2016-05-27,1.0,1.0,1.0,1.0,1.0
2016-05-28,1.0,1.0,1.0,1.0,1.0
2016-05-29,1.0,1.0,1.0,1.0,1.0
2016-05-30,1.0,1.0,1.0,1.0,1.0
2016-05-31,1.0,1.0,1.0,1.0,1.0
2016-06-01,1.0,1.0,1.0,1.0,1.0
2016-06-02,1.0,1.0,1.0,1.0,1.0
2016-06-03,1.0,1.0,1.0,1.0,1.0
2016-06-04,1.0,1.0,1.0,1.0,1.0
2016-06-05,1.0,1.0,1.0,1.0,1.0
2016-06-06,1.0,1.0,1.0,1.0,1.0
2016-06-07,1.0,1.0,1.0,1.0,1.0
2016-06-08,1.0,1.0,1.0,1.0,1.0
2016-06-09,1.0,1.0,1.0,1.0,1.0
2016-06-10,1.0,1.0,1.0,1.0,1.0
2016-06-11,1.0,1.0,1.0,1.0,1.0
2016-06-12,1.0,1.0,1.0,1.0,1.0
2016-06-13,1.0,1.0,1.0,1.0,1.0
2016-06-14,1.0,1.0,1.0,1.0,1.0
2016-06-15,1.0,1.0,1.0,1.0,1.0
2016-06-16,1.0,1.0,0.999999,0.999999,0.999999
2016-06-17,0.999999,0.999999,0.999999,0.999999,0.999999
2016-06-18,0.999999,0.999999,0.999999,0.999999,0.999999
2016-06-19,0.999999,0.999999,0.999999,0.999999,0.999999
2016-06-20,0.999999,1.0,0.999999,1.0,1.0
2016-06-21,1.0,1.0,1.0,1.0,1.0
2016-06-22,1.0,1.0,1.0,1.0,1.0
2016-06-23,1.0,1.0,1.0,1.0,1.0
2016-06-24,1.0,1.00001,1.0,1.00001,1.00001
2016-06-25,1.00001,1.00001,1.00001,1.00001,1.00001
2016-06-26,1.00001,1.00001,1.00001,1.00001,1.00001
2016-06-27,1.00001,1.00001,0.999932,0.999951,0.999951
2016-06-28,0.999953,1.0,0.999953,1.0,1.0
2016-06-29,1.0,1.0,1.0,1.0,1.0
2016-06-30,1.0,1.0,1.0,1.0,1.0
2016-07-01,1.0,1.0,1.0,1.0,1.0
2016-07-02,1.0,1.0,1.0,1.0,1.0
2016-07-03,1.0,1.0,1.0,1.0,1.0
2016-07-04,1.0,1.0,1.0,1.0,1.0
2016-07-05,1.0,1.0,1.0,1.0,1.0
2016-07-06,1.0,1.0,1.0,1.0,1.0
2016-07-07,1.0,1.0,0.999989,0.999991,0.999991
2016-07-08,0.999991,0.999999,0.999989,0.999999,0.999999
2016-07-09,0.999999,0.999999,0.999999,0.999999,0.999999
2016-07-10,0.999999,0.999999,0.999999,0.999999,0.999999
2016-07-11,0.999999,1.00019,0.999999,1.00016,1.00016
2016-07-12,1.00016,1.00016,1.0,1.0,1.0
2016-07-13,1.0,1.0,1.0,1.0,1.0
2016-07-14,1.0,1.0,1.0,1.0,1.0
2016-07-15,1.0,1.0,1.0,1.0,1.0
